"","ensembl_gene_id_version","external_gene_name","ensembl_gene_id"
"1","ENSG00000000457.14","SCYL3","ENSG00000000457"
"2","ENSG00000000460.17","FIRRM","ENSG00000000460"
"3","ENSG00000000938.13","FGR","ENSG00000000938"
"4","ENSG00000000971.17","CFH","ENSG00000000971"
"5","ENSG00000001460.18","STPG1","ENSG00000001460"
"6","ENSG00000001461.17","NIPAL3","ENSG00000001461"
"7","ENSG00000004455.18","AK2","ENSG00000004455"
"8","ENSG00000004487.18","KDM1A","ENSG00000004487"
"9","ENSG00000006555.11","TTC22","ENSG00000006555"
"10","ENSG00000007341.19","ST7L","ENSG00000007341"
"11","ENSG00000007908.16","SELE","ENSG00000007908"
"12","ENSG00000007923.17","DNAJC11","ENSG00000007923"
"13","ENSG00000007933.13","FMO3","ENSG00000007933"
"14","ENSG00000007968.7","E2F2","ENSG00000007968"
"15","ENSG00000008118.10","CAMK1G","ENSG00000008118"
"16","ENSG00000008128.23","CDK11A","ENSG00000008128"
"17","ENSG00000008130.15","NADK","ENSG00000008130"
"18","ENSG00000009307.17","CSDE1","ENSG00000009307"
"19","ENSG00000009709.12","PAX7","ENSG00000009709"
"20","ENSG00000009724.18","MASP2","ENSG00000009724"
"21","ENSG00000009780.16","FAM76A","ENSG00000009780"
"22","ENSG00000009790.15","TRAF3IP3","ENSG00000009790"
"23","ENSG00000010165.20","METTL13","ENSG00000010165"
"24","ENSG00000010803.17","SCMH1","ENSG00000010803"
"25","ENSG00000010932.17","FMO1","ENSG00000010932"
"26","ENSG00000011007.13","ELOA","ENSG00000011007"
"27","ENSG00000011009.11","LYPLA2","ENSG00000011009"
"28","ENSG00000011021.23","CLCN6","ENSG00000011021"
"29","ENSG00000014914.21","MTMR11","ENSG00000014914"
"30","ENSG00000016490.16","CLCA1","ENSG00000016490"
"31","ENSG00000016602.9","CLCA4","ENSG00000016602"
"32","ENSG00000018625.15","ATP1A2","ENSG00000018625"
"33","ENSG00000020129.16","NCDN","ENSG00000020129"
"34","ENSG00000020633.19","RUNX3","ENSG00000020633"
"35","ENSG00000021852.14","C8B","ENSG00000021852"
"36","ENSG00000023572.10","GLRX2","ENSG00000023572"
"37","ENSG00000023902.14","PLEKHO1","ENSG00000023902"
"38","ENSG00000023909.10","GCLM","ENSG00000023909"
"39","ENSG00000024526.17","DEPDC1","ENSG00000024526"
"40","ENSG00000025800.14","KPNA6","ENSG00000025800"
"41","ENSG00000026751.17","SLAMF7","ENSG00000026751"
"42","ENSG00000027644.5","INSRR","ENSG00000027644"
"43","ENSG00000027869.12","SH2D2A","ENSG00000027869"
"44","ENSG00000028137.19","TNFRSF1B","ENSG00000028137"
"45","ENSG00000031698.13","SARS1","ENSG00000031698"
"46","ENSG00000033122.21","LRRC7","ENSG00000033122"
"47","ENSG00000034971.17","MYOC","ENSG00000034971"
"48","ENSG00000036549.13","ZZZ3","ENSG00000036549"
"49","ENSG00000037637.11","FBXO42","ENSG00000037637"
"50","ENSG00000040487.13","SLC66A1","ENSG00000040487"
"51","ENSG00000041988.16","THAP3","ENSG00000041988"
"52","ENSG00000043514.17","TRIT1","ENSG00000043514"
"53","ENSG00000044012.4","GUCA2B","ENSG00000044012"
"54","ENSG00000047410.14","TPR","ENSG00000047410"
"55","ENSG00000048707.15","VPS13D","ENSG00000048707"
"56","ENSG00000049089.15","COL9A2","ENSG00000049089"
"57","ENSG00000049239.13","H6PD","ENSG00000049239"
"58","ENSG00000049245.13","VAMP3","ENSG00000049245"
"59","ENSG00000049246.15","PER3","ENSG00000049246"
"60","ENSG00000049247.14","UTS2","ENSG00000049247"
"61","ENSG00000049249.10","TNFRSF9","ENSG00000049249"
"62","ENSG00000050628.21","PTGER3","ENSG00000050628"
"63","ENSG00000052723.12","SIKE1","ENSG00000052723"
"64","ENSG00000053371.13","AKR7A2","ENSG00000053371"
"65","ENSG00000053372.5","MRTO4","ENSG00000053372"
"66","ENSG00000054116.12","TRAPPC3","ENSG00000054116"
"67","ENSG00000054118.15","THRAP3","ENSG00000054118"
"68","ENSG00000054392.13","HHAT","ENSG00000054392"
"69","ENSG00000054523.20","KIF1B","ENSG00000054523"
"70","ENSG00000055070.17","SZRD1","ENSG00000055070"
"71","ENSG00000055732.13","MCOLN3","ENSG00000055732"
"72","ENSG00000057252.13","SOAT1","ENSG00000057252"
"73","ENSG00000057468.7","MSH4","ENSG00000057468"
"74","ENSG00000057757.10","PITHD1","ENSG00000057757"
"75","ENSG00000058085.15","LAMC2","ENSG00000058085"
"76","ENSG00000058453.17","CROCC","ENSG00000058453"
"77","ENSG00000058668.16","ATP2B4","ENSG00000058668"
"78","ENSG00000058673.17","ZC3H11A","ENSG00000058673"
"79","ENSG00000058799.15","YIPF1","ENSG00000058799"
"80","ENSG00000058804.12","NDC1","ENSG00000058804"
"81","ENSG00000060642.12","PIGV","ENSG00000060642"
"82","ENSG00000060656.20","PTPRU","ENSG00000060656"
"83","ENSG00000060688.13","SNRNP40","ENSG00000060688"
"84","ENSG00000060718.22","COL11A1","ENSG00000060718"
"85","ENSG00000064703.13","DDX20","ENSG00000064703"
"86","ENSG00000064886.14","CHI3L2","ENSG00000064886"
"87","ENSG00000065135.12","GNAI3","ENSG00000065135"
"88","ENSG00000065183.16","WDR3","ENSG00000065183"
"89","ENSG00000065243.20","PKN2","ENSG00000065243"
"90","ENSG00000065526.13","SPEN","ENSG00000065526"
"91","ENSG00000065978.19","YBX1","ENSG00000065978"
"92","ENSG00000066056.14","TIE1","ENSG00000066056"
"93","ENSG00000066135.13","KDM4A","ENSG00000066135"
"94","ENSG00000066136.21","NFYC","ENSG00000066136"
"95","ENSG00000066185.13","ZMYND12","ENSG00000066185"
"96","ENSG00000066279.19","ASPM","ENSG00000066279"
"97","ENSG00000066294.15","CD84","ENSG00000066294"
"98","ENSG00000066322.15","ELOVL1","ENSG00000066322"
"99","ENSG00000066557.6","LRRC40","ENSG00000066557"
"100","ENSG00000067334.14","DNTTIP2","ENSG00000067334"
"101","ENSG00000067606.17","PRKCZ","ENSG00000067606"
"102","ENSG00000069275.13","NUCKS1","ENSG00000069275"
"103","ENSG00000069424.16","KCNAB2","ENSG00000069424"
"104","ENSG00000069702.11","TGFBR3","ENSG00000069702"
"105","ENSG00000069812.11","HES2","ENSG00000069812"
"106","ENSG00000070759.17","TESK2","ENSG00000070759"
"107","ENSG00000070785.17","EIF2B3","ENSG00000070785"
"108","ENSG00000070831.18","CDC42","ENSG00000070831"
"109","ENSG00000070886.12","EPHA8","ENSG00000070886"
"110","ENSG00000072694.22","FCGR2B","ENSG00000072694"
"111","ENSG00000073754.6","CD5L","ENSG00000073754"
"112","ENSG00000073756.13","PTGS2","ENSG00000073756"
"113","ENSG00000074800.16","ENO1","ENSG00000074800"
"114","ENSG00000074964.17","ARHGEF10L","ENSG00000074964"
"115","ENSG00000075151.24","EIF4G3","ENSG00000075151"
"116","ENSG00000075391.18","RASAL2","ENSG00000075391"
"117","ENSG00000075945.13","KIFAP3","ENSG00000075945"
"118","ENSG00000076258.10","FMO4","ENSG00000076258"
"119","ENSG00000076321.11","KLHL20","ENSG00000076321"
"120","ENSG00000076356.7","PLXNA2","ENSG00000076356"
"121","ENSG00000076864.21","RAP1GAP","ENSG00000076864"
"122","ENSG00000077152.12","UBE2T","ENSG00000077152"
"123","ENSG00000077157.23","PPP1R12B","ENSG00000077157"
"124","ENSG00000077254.14","USP33","ENSG00000077254"
"125","ENSG00000077549.19","CAPZB","ENSG00000077549"
"126","ENSG00000078369.19","GNB1","ENSG00000078369"
"127","ENSG00000078618.23","NRDC","ENSG00000078618"
"128","ENSG00000078808.20","SDF4","ENSG00000078808"
"129","ENSG00000079277.22","MKNK1","ENSG00000079277"
"130","ENSG00000079335.20","CDC14A","ENSG00000079335"
"131","ENSG00000079739.17","PGM1","ENSG00000079739"
"132","ENSG00000080910.14","CFHR2","ENSG00000080910"
"133","ENSG00000080947.16","CROCCP3","ENSG00000080947"
"134","ENSG00000081019.14","RSBN1","ENSG00000081019"
"135","ENSG00000081026.19","MAGI3","ENSG00000081026"
"136","ENSG00000081237.21","PTPRC","ENSG00000081237"
"137","ENSG00000081248.12","CACNA1S","ENSG00000081248"
"138","ENSG00000081277.13","PKP1","ENSG00000081277"
"139","ENSG00000081721.12","DUSP12","ENSG00000081721"
"140","ENSG00000081870.12","IFT25","ENSG00000081870"
"141","ENSG00000081985.14","IL12RB2","ENSG00000081985"
"142","ENSG00000082497.12","SERTAD4","ENSG00000082497"
"143","ENSG00000082512.15","TRAF5","ENSG00000082512"
"144","ENSG00000083444.17","PLOD1","ENSG00000083444"
"145","ENSG00000084070.12","SMAP2","ENSG00000084070"
"146","ENSG00000084072.17","PPIE","ENSG00000084072"
"147","ENSG00000084073.10","ZMPSTE24","ENSG00000084073"
"148","ENSG00000084623.12","EIF3I","ENSG00000084623"
"149","ENSG00000084628.10","NKAIN1","ENSG00000084628"
"150","ENSG00000084636.18","COL16A1","ENSG00000084636"
"151","ENSG00000084652.16","TXLNA","ENSG00000084652"
"152","ENSG00000085433.17","WDR47","ENSG00000085433"
"153","ENSG00000085465.13","OVGP1","ENSG00000085465"
"154","ENSG00000085491.17","SLC25A24","ENSG00000085491"
"155","ENSG00000085552.18","IGSF9","ENSG00000085552"
"156","ENSG00000085831.16","TTC39A","ENSG00000085831"
"157","ENSG00000085832.18","EPS15","ENSG00000085832"
"158","ENSG00000085840.13","ORC1","ENSG00000085840"
"159","ENSG00000085998.15","POMGNT1","ENSG00000085998"
"160","ENSG00000085999.13","RAD54L","ENSG00000085999"
"161","ENSG00000086015.23","MAST2","ENSG00000086015"
"162","ENSG00000088035.18","ALG6","ENSG00000088035"
"163","ENSG00000090020.11","SLC9A1","ENSG00000090020"
"164","ENSG00000090104.12","RGS1","ENSG00000090104"
"165","ENSG00000090273.14","NUDC","ENSG00000090273"
"166","ENSG00000090432.7","MUL1","ENSG00000090432"
"167","ENSG00000090621.15","PABPC4","ENSG00000090621"
"168","ENSG00000090686.16","USP48","ENSG00000090686"
"169","ENSG00000092607.15","TBX15","ENSG00000092607"
"170","ENSG00000092621.13","PHGDH","ENSG00000092621"
"171","ENSG00000092847.14","AGO1","ENSG00000092847"
"172","ENSG00000092850.12","TEKT2","ENSG00000092850"
"173","ENSG00000092853.14","CLSPN","ENSG00000092853"
"174","ENSG00000094963.14","FMO2","ENSG00000094963"
"175","ENSG00000097033.15","SH3GLB1","ENSG00000097033"
"176","ENSG00000097046.13","CDC7","ENSG00000097046"
"177","ENSG00000097096.10","SYDE2","ENSG00000097096"
"178","ENSG00000099260.12","PALMD","ENSG00000099260"
"179","ENSG00000107404.21","DVL1","ENSG00000107404"
"180","ENSG00000116128.12","BCL9","ENSG00000116128"
"181","ENSG00000116132.12","PRRX1","ENSG00000116132"
"182","ENSG00000116133.13","DHCR24","ENSG00000116133"
"183","ENSG00000116138.13","DNAJC16","ENSG00000116138"
"184","ENSG00000116151.14","MORN1","ENSG00000116151"
"185","ENSG00000116157.6","GPX7","ENSG00000116157"
"186","ENSG00000116161.18","CACYBP","ENSG00000116161"
"187","ENSG00000116171.19","SCP2","ENSG00000116171"
"188","ENSG00000116183.11","PAPPA2","ENSG00000116183"
"189","ENSG00000116191.19","RALGPS2","ENSG00000116191"
"190","ENSG00000116194.13","ANGPTL1","ENSG00000116194"
"191","ENSG00000116198.14","CEP104","ENSG00000116198"
"192","ENSG00000116199.12","FAM20B","ENSG00000116199"
"193","ENSG00000116205.14","TCEANC2","ENSG00000116205"
"194","ENSG00000116209.12","TMEM59","ENSG00000116209"
"195","ENSG00000116213.16","WRAP73","ENSG00000116213"
"196","ENSG00000116218.13","NPHS2","ENSG00000116218"
"197","ENSG00000116221.15","MRPL37","ENSG00000116221"
"198","ENSG00000116237.16","ICMT","ENSG00000116237"
"199","ENSG00000116251.11","RPL22","ENSG00000116251"
"200","ENSG00000116254.18","CHD5","ENSG00000116254"
"201","ENSG00000116260.17","QSOX1","ENSG00000116260"
"202","ENSG00000116266.11","STXBP3","ENSG00000116266"
"203","ENSG00000116273.6","PHF13","ENSG00000116273"
"204","ENSG00000116285.13","ERRFI1","ENSG00000116285"
"205","ENSG00000116288.13","PARK7","ENSG00000116288"
"206","ENSG00000116299.17","ELAPOR1","ENSG00000116299"
"207","ENSG00000116329.12","OPRD1","ENSG00000116329"
"208","ENSG00000116337.20","AMPD2","ENSG00000116337"
"209","ENSG00000116350.18","SRSF4","ENSG00000116350"
"210","ENSG00000116353.16","MECR","ENSG00000116353"
"211","ENSG00000116396.15","KCNC4","ENSG00000116396"
"212","ENSG00000116406.20","EDEM3","ENSG00000116406"
"213","ENSG00000116455.14","WDR77","ENSG00000116455"
"214","ENSG00000116459.11","ATP5PB","ENSG00000116459"
"215","ENSG00000116473.15","RAP1A","ENSG00000116473"
"216","ENSG00000116478.12","HDAC1","ENSG00000116478"
"217","ENSG00000116489.13","CAPZA1","ENSG00000116489"
"218","ENSG00000116497.18","S100PBP","ENSG00000116497"
"219","ENSG00000116514.17","RNF19B","ENSG00000116514"
"220","ENSG00000116521.11","SCAMP3","ENSG00000116521"
"221","ENSG00000116525.14","TRIM62","ENSG00000116525"
"222","ENSG00000116539.14","ASH1L","ENSG00000116539"
"223","ENSG00000116544.12","DLGAP3","ENSG00000116544"
"224","ENSG00000116560.12","SFPQ","ENSG00000116560"
"225","ENSG00000116580.20","GON4L","ENSG00000116580"
"226","ENSG00000116584.22","ARHGEF2","ENSG00000116584"
"227","ENSG00000116586.12","LAMTOR2","ENSG00000116586"
"228","ENSG00000116604.19","MEF2D","ENSG00000116604"
"229","ENSG00000116641.18","DOCK7","ENSG00000116641"
"230","ENSG00000116649.10","SRM","ENSG00000116649"
"231","ENSG00000116652.6","DLEU2L","ENSG00000116652"
"232","ENSG00000116661.11","FBXO2","ENSG00000116661"
"233","ENSG00000116663.11","FBXO6","ENSG00000116663"
"234","ENSG00000116667.15","C1orf21","ENSG00000116667"
"235","ENSG00000116668.13","SWT1","ENSG00000116668"
"236","ENSG00000116670.16","MAD2L2","ENSG00000116670"
"237","ENSG00000116675.16","DNAJC6","ENSG00000116675"
"238","ENSG00000116678.20","LEPR","ENSG00000116678"
"239","ENSG00000116679.16","IVNS1ABP","ENSG00000116679"
"240","ENSG00000116688.18","MFN2","ENSG00000116688"
"241","ENSG00000116690.13","PRG4","ENSG00000116690"
"242","ENSG00000116691.11","MIIP","ENSG00000116691"
"243","ENSG00000116698.22","SMG7","ENSG00000116698"
"244","ENSG00000116701.16","NCF2","ENSG00000116701"
"245","ENSG00000116703.14","PDC","ENSG00000116703"
"246","ENSG00000116704.8","SLC35D1","ENSG00000116704"
"247","ENSG00000116711.10","PLA2G4A","ENSG00000116711"
"248","ENSG00000116717.13","GADD45A","ENSG00000116717"
"249","ENSG00000116721.9","PRAMEF1","ENSG00000116721"
"250","ENSG00000116726.5","PRAMEF12","ENSG00000116726"
"251","ENSG00000116729.14","WLS","ENSG00000116729"
"252","ENSG00000116731.23","PRDM2","ENSG00000116731"
"253","ENSG00000116741.8","RGS2","ENSG00000116741"
"254","ENSG00000116745.7","RPE65","ENSG00000116745"
"255","ENSG00000116747.13","RO60","ENSG00000116747"
"256","ENSG00000116748.22","AMPD1","ENSG00000116748"
"257","ENSG00000116750.14","UCHL5","ENSG00000116750"
"258","ENSG00000116752.6","BCAS2","ENSG00000116752"
"259","ENSG00000116754.14","SRSF11","ENSG00000116754"
"260","ENSG00000116761.12","CTH","ENSG00000116761"
"261","ENSG00000116771.6","AGMAT","ENSG00000116771"
"262","ENSG00000116774.12","OLFML3","ENSG00000116774"
"263","ENSG00000116783.15","TNNI3K","ENSG00000116783"
"264","ENSG00000116785.15","CFHR3","ENSG00000116785"
"265","ENSG00000116786.13","PLEKHM2","ENSG00000116786"
"266","ENSG00000116791.14","CRYZ","ENSG00000116791"
"267","ENSG00000116793.16","PHTF1","ENSG00000116793"
"268","ENSG00000116809.12","ZBTB17","ENSG00000116809"
"269","ENSG00000116815.16","CD58","ENSG00000116815"
"270","ENSG00000116819.9","TFAP2E","ENSG00000116819"
"271","ENSG00000116824.5","CD2","ENSG00000116824"
"272","ENSG00000116830.12","TTF2","ENSG00000116830"
"273","ENSG00000116833.14","NR5A2","ENSG00000116833"
"274","ENSG00000116852.15","KIF21B","ENSG00000116852"
"275","ENSG00000116857.17","TMEM9","ENSG00000116857"
"276","ENSG00000116863.11","ADPRS","ENSG00000116863"
"277","ENSG00000116871.16","MAP7D1","ENSG00000116871"
"278","ENSG00000116874.12","WARS2","ENSG00000116874"
"279","ENSG00000116882.15","HAO2","ENSG00000116882"
"280","ENSG00000116885.18","OSCP1","ENSG00000116885"
"281","ENSG00000116898.12","MRPS15","ENSG00000116898"
"282","ENSG00000116922.15","AIRIM","ENSG00000116922"
"283","ENSG00000116954.8","RRAGC","ENSG00000116954"
"284","ENSG00000116981.4","NT5C1A","ENSG00000116981"
"285","ENSG00000116983.13","HPCAL4","ENSG00000116983"
"286","ENSG00000116985.12","BMP8B","ENSG00000116985"
"287","ENSG00000117000.9","RLF","ENSG00000117000"
"288","ENSG00000117010.17","ZNF684","ENSG00000117010"
"289","ENSG00000117013.17","KCNQ4","ENSG00000117013"
"290","ENSG00000117016.10","RIMS3","ENSG00000117016"
"291","ENSG00000117036.12","ETV3","ENSG00000117036"
"292","ENSG00000117054.15","ACADM","ENSG00000117054"
"293","ENSG00000117069.15","ST6GALNAC5","ENSG00000117069"
"294","ENSG00000117090.16","SLAMF1","ENSG00000117090"
"295","ENSG00000117091.10","CD48","ENSG00000117091"
"296","ENSG00000117114.21","ADGRL2","ENSG00000117114"
"297","ENSG00000117115.13","PADI2","ENSG00000117115"
"298","ENSG00000117122.14","MFAP2","ENSG00000117122"
"299","ENSG00000117133.11","RPF1","ENSG00000117133"
"300","ENSG00000117139.18","KDM5B","ENSG00000117139"
"301","ENSG00000117143.14","UAP1","ENSG00000117143"
"302","ENSG00000117148.8","ACTL8","ENSG00000117148"
"303","ENSG00000117151.13","CTBS","ENSG00000117151"
"304","ENSG00000117152.14","RGS4","ENSG00000117152"
"305","ENSG00000117153.16","KLHL12","ENSG00000117153"
"306","ENSG00000117154.12","IGSF21","ENSG00000117154"
"307","ENSG00000117155.17","SSX2IP","ENSG00000117155"
"308","ENSG00000117174.11","ZNHIT6","ENSG00000117174"
"309","ENSG00000117215.15","PLA2G2D","ENSG00000117215"
"310","ENSG00000117222.14","RBBP5","ENSG00000117222"
"311","ENSG00000117226.12","GBP3","ENSG00000117226"
"312","ENSG00000117228.11","GBP1","ENSG00000117228"
"313","ENSG00000117242.7","PINK1-AS","ENSG00000117242"
"314","ENSG00000117245.13","KIF17","ENSG00000117245"
"315","ENSG00000117262.19","GPR89A","ENSG00000117262"
"316","ENSG00000117266.16","CDK18","ENSG00000117266"
"317","ENSG00000117280.13","RAB29","ENSG00000117280"
"318","ENSG00000117281.16","CD160","ENSG00000117281"
"319","ENSG00000117298.16","ECE1","ENSG00000117298"
"320","ENSG00000117305.15","HMGCL","ENSG00000117305"
"321","ENSG00000117308.15","GALE","ENSG00000117308"
"322","ENSG00000117318.9","ID3","ENSG00000117318"
"323","ENSG00000117322.19","CR2","ENSG00000117322"
"324","ENSG00000117335.21","CD46","ENSG00000117335"
"325","ENSG00000117360.13","PRPF3","ENSG00000117360"
"326","ENSG00000117362.13","APH1A","ENSG00000117362"
"327","ENSG00000117385.16","P3H1","ENSG00000117385"
"328","ENSG00000117394.24","SLC2A1","ENSG00000117394"
"329","ENSG00000117395.13","EBNA1BP2","ENSG00000117395"
"330","ENSG00000117399.14","CDC20","ENSG00000117399"
"331","ENSG00000117400.18","MPL","ENSG00000117400"
"332","ENSG00000117407.17","ARTN","ENSG00000117407"
"333","ENSG00000117408.11","IPO13","ENSG00000117408"
"334","ENSG00000117410.14","ATP6V0B","ENSG00000117410"
"335","ENSG00000117411.18","B4GALT2","ENSG00000117411"
"336","ENSG00000117419.16","ERI3","ENSG00000117419"
"337","ENSG00000117425.14","PTCH2","ENSG00000117425"
"338","ENSG00000117448.14","AKR1A1","ENSG00000117448"
"339","ENSG00000117450.15","PRDX1","ENSG00000117450"
"340","ENSG00000117461.15","PIK3R3","ENSG00000117461"
"341","ENSG00000117472.10","TSPAN1","ENSG00000117472"
"342","ENSG00000117475.14","BLZF1","ENSG00000117475"
"343","ENSG00000117477.13","CCDC181","ENSG00000117477"
"344","ENSG00000117479.15","SLC19A2","ENSG00000117479"
"345","ENSG00000117480.16","FAAH","ENSG00000117480"
"346","ENSG00000117481.11","NSUN4","ENSG00000117481"
"347","ENSG00000117500.13","TMED5","ENSG00000117500"
"348","ENSG00000117501.15","MROH9","ENSG00000117501"
"349","ENSG00000117505.13","DR1","ENSG00000117505"
"350","ENSG00000117519.16","CNN3","ENSG00000117519"
"351","ENSG00000117523.18","PRRC2C","ENSG00000117523"
"352","ENSG00000117525.14","F3","ENSG00000117525"
"353","ENSG00000117528.14","ABCD3","ENSG00000117528"
"354","ENSG00000117533.15","VAMP4","ENSG00000117533"
"355","ENSG00000117543.22","DPH5","ENSG00000117543"
"356","ENSG00000117560.8","FASLG","ENSG00000117560"
"357","ENSG00000117586.11","TNFSF4","ENSG00000117586"
"358","ENSG00000117592.9","PRDX6","ENSG00000117592"
"359","ENSG00000117593.12","DARS2","ENSG00000117593"
"360","ENSG00000117594.10","HSD11B1","ENSG00000117594"
"361","ENSG00000117595.13","IRF6","ENSG00000117595"
"362","ENSG00000117597.18","UTP25","ENSG00000117597"
"363","ENSG00000117598.14","PLPPR5","ENSG00000117598"
"364","ENSG00000117600.14","PLPPR4","ENSG00000117600"
"365","ENSG00000117601.15","SERPINC1","ENSG00000117601"
"366","ENSG00000117602.13","RCAN3","ENSG00000117602"
"367","ENSG00000117614.10","SYF2","ENSG00000117614"
"368","ENSG00000117616.18","RSRP1","ENSG00000117616"
"369","ENSG00000117620.15","SLC35A3","ENSG00000117620"
"370","ENSG00000117625.14","RCOR3","ENSG00000117625"
"371","ENSG00000117632.23","STMN1","ENSG00000117632"
"372","ENSG00000117640.18","MTFR1L","ENSG00000117640"
"373","ENSG00000117650.13","NEK2","ENSG00000117650"
"374","ENSG00000117676.14","RPS6KA1","ENSG00000117676"
"375","ENSG00000117682.18","DHDDS","ENSG00000117682"
"376","ENSG00000117713.21","ARID1A","ENSG00000117713"
"377","ENSG00000117748.10","RPA2","ENSG00000117748"
"378","ENSG00000117751.18","PPP1R8","ENSG00000117751"
"379","ENSG00000117758.14","STX12","ENSG00000117758"
"380","ENSG00000117834.13","SLC5A9","ENSG00000117834"
"381","ENSG00000117859.19","OSBPL9","ENSG00000117859"
"382","ENSG00000117862.13","TXNDC12","ENSG00000117862"
"383","ENSG00000118193.12","KIF14","ENSG00000118193"
"384","ENSG00000118194.21","TNNT2","ENSG00000118194"
"385","ENSG00000118197.14","DDX59","ENSG00000118197"
"386","ENSG00000118200.15","CAMSAP2","ENSG00000118200"
"387","ENSG00000118217.7","ATF6","ENSG00000118217"
"388","ENSG00000118292.9","C1orf54","ENSG00000118292"
"389","ENSG00000118298.12","CA14","ENSG00000118298"
"390","ENSG00000118454.13","ANKRD13C","ENSG00000118454"
"391","ENSG00000118473.23","SGIP1","ENSG00000118473"
"392","ENSG00000118655.8","DCLRE1B","ENSG00000118655"
"393","ENSG00000118733.17","OLFM3","ENSG00000118733"
"394","ENSG00000120332.17","TNN","ENSG00000120332"
"395","ENSG00000120333.4","MRPS14","ENSG00000120333"
"396","ENSG00000120334.16","CENPL","ENSG00000120334"
"397","ENSG00000120337.10","TNFSF18","ENSG00000120337"
"398","ENSG00000120341.19","SEC16B","ENSG00000120341"
"399","ENSG00000120370.14","GORAB","ENSG00000120370"
"400","ENSG00000120656.14","TAF12","ENSG00000120656"
"401","ENSG00000120937.9","NPPB","ENSG00000120937"
"402","ENSG00000120942.14","UBIAD1","ENSG00000120942"
"403","ENSG00000120948.19","TARDBP","ENSG00000120948"
"404","ENSG00000120949.15","TNFRSF8","ENSG00000120949"
"405","ENSG00000120952.4","PRAMEF2","ENSG00000120952"
"406","ENSG00000121310.17","ECHDC2","ENSG00000121310"
"407","ENSG00000121446.20","RGSL1","ENSG00000121446"
"408","ENSG00000121454.6","LHX4","ENSG00000121454"
"409","ENSG00000121481.11","RNF2","ENSG00000121481"
"410","ENSG00000121486.12","TRMT1L","ENSG00000121486"
"411","ENSG00000121634.6","GJA8","ENSG00000121634"
"412","ENSG00000121753.13","ADGRB2","ENSG00000121753"
"413","ENSG00000121764.12","HCRTR1","ENSG00000121764"
"414","ENSG00000121766.16","ZCCHC17","ENSG00000121766"
"415","ENSG00000121769.8","FABP3","ENSG00000121769"
"416","ENSG00000121774.18","KHDRBS1","ENSG00000121774"
"417","ENSG00000121775.18","TMEM39B","ENSG00000121775"
"418","ENSG00000121851.13","POLR3GL","ENSG00000121851"
"419","ENSG00000121900.19","TMEM54","ENSG00000121900"
"420","ENSG00000121903.15","ZSCAN20","ENSG00000121903"
"421","ENSG00000121904.19","CSMD2","ENSG00000121904"
"422","ENSG00000121905.10","HPCA","ENSG00000121905"
"423","ENSG00000121931.16","LRIF1","ENSG00000121931"
"424","ENSG00000121933.19","TMIGD3","ENSG00000121933"
"425","ENSG00000121940.17","CLCC1","ENSG00000121940"
"426","ENSG00000121957.15","GPSM2","ENSG00000121957"
"427","ENSG00000122176.12","FMOD","ENSG00000122176"
"428","ENSG00000122180.5","MYOG","ENSG00000122180"
"429","ENSG00000122188.13","LAX1","ENSG00000122188"
"430","ENSG00000122218.17","COPA","ENSG00000122218"
"431","ENSG00000122223.13","CD244","ENSG00000122223"
"432","ENSG00000122224.18","LY9","ENSG00000122224"
"433","ENSG00000122406.14","RPL5","ENSG00000122406"
"434","ENSG00000122417.16","ODF2L","ENSG00000122417"
"435","ENSG00000122420.10","PTGFR","ENSG00000122420"
"436","ENSG00000122432.19","SPATA1","ENSG00000122432"
"437","ENSG00000122435.11","TRMT13","ENSG00000122435"
"438","ENSG00000122481.17","RWDD3","ENSG00000122481"
"439","ENSG00000122482.22","ZNF644","ENSG00000122482"
"440","ENSG00000122483.18","CCDC18","ENSG00000122483"
"441","ENSG00000122484.9","RPAP2","ENSG00000122484"
"442","ENSG00000123080.12","CDKN2C","ENSG00000123080"
"443","ENSG00000123091.5","RNF11","ENSG00000123091"
"444","ENSG00000123472.13","ATPAF1","ENSG00000123472"
"445","ENSG00000123473.17","STIL","ENSG00000123473"
"446","ENSG00000123684.13","LPGAT1","ENSG00000123684"
"447","ENSG00000123689.6","G0S2","ENSG00000123689"
"448","ENSG00000123836.15","PFKFB2","ENSG00000123836"
"449","ENSG00000123838.11","C4BPA","ENSG00000123838"
"450","ENSG00000123843.13","C4BPB","ENSG00000123843"
"451","ENSG00000125459.18","MSTO1","ENSG00000125459"
"452","ENSG00000125462.20","MIR9-1HG","ENSG00000125462"
"453","ENSG00000125703.15","ATG4C","ENSG00000125703"
"454","ENSG00000126067.12","PSMB2","ENSG00000126067"
"455","ENSG00000126070.20","AGO3","ENSG00000126070"
"456","ENSG00000126088.14","UROD","ENSG00000126088"
"457","ENSG00000126091.21","ST3GAL3","ENSG00000126091"
"458","ENSG00000126106.14","TMEM53","ENSG00000126106"
"459","ENSG00000126107.15","HECTD3","ENSG00000126107"
"460","ENSG00000126698.11","DNAJC8","ENSG00000126698"
"461","ENSG00000126705.15","AHDC1","ENSG00000126705"
"462","ENSG00000126709.16","IFI6","ENSG00000126709"
"463","ENSG00000127054.22","INTS11","ENSG00000127054"
"464","ENSG00000127074.15","RGS13","ENSG00000127074"
"465","ENSG00000127124.16","HIVEP3","ENSG00000127124"
"466","ENSG00000127125.9","PPCS","ENSG00000127125"
