"","ensembl_gene_id_version","external_gene_name","ensembl_gene_id"
"50145","ENSG00000265683.1","SYPL1P2","ENSG00000265683"
"50146","ENSG00000265688.2","MILIP","ENSG00000265688"
"50147","ENSG00000265689.1","","ENSG00000265689"
"50148","ENSG00000265692.1","LINC01970","ENSG00000265692"
"50149","ENSG00000265693.1","","ENSG00000265693"
"50150","ENSG00000265697.1","","ENSG00000265697"
"50151","ENSG00000265698.1","LARP7P3","ENSG00000265698"
"50152","ENSG00000265702.2","","ENSG00000265702"
"50153","ENSG00000265712.1","","ENSG00000265712"
"50154","ENSG00000265713.1","","ENSG00000265713"
"50155","ENSG00000265717.1","","ENSG00000265717"
"50156","ENSG00000265728.1","","ENSG00000265728"
"50157","ENSG00000265737.1","","ENSG00000265737"
"50158","ENSG00000265739.1","","ENSG00000265739"
"50159","ENSG00000265743.1","LINC02978","ENSG00000265743"
"50160","ENSG00000265746.1","KYNUP2","ENSG00000265746"
"50161","ENSG00000265749.6","","ENSG00000265749"
"50162","ENSG00000265750.1","","ENSG00000265750"
"50163","ENSG00000265751.1","","ENSG00000265751"
"50164","ENSG00000265752.3","LINC02958","ENSG00000265752"
"50165","ENSG00000265758.1","LINC01900","ENSG00000265758"
"50166","ENSG00000265775.1","","ENSG00000265775"
"50167","ENSG00000265777.2","RN7SL624P","ENSG00000265777"
"50168","ENSG00000265778.4","ZNF516-AS1","ENSG00000265778"
"50169","ENSG00000265781.1","","ENSG00000265781"
"50170","ENSG00000265784.1","","ENSG00000265784"
"50171","ENSG00000265786.1","LINC01906","ENSG00000265786"
"50172","ENSG00000265787.3","CYP4F35P","ENSG00000265787"
"50173","ENSG00000265788.3","NOS2P1","ENSG00000265788"
"50174","ENSG00000265790.1","RNASEH1P1","ENSG00000265790"
"50175","ENSG00000265791.1","","ENSG00000265791"
"50176","ENSG00000265794.5","","ENSG00000265794"
"50177","ENSG00000265798.7","","ENSG00000265798"
"50178","ENSG00000265799.1","","ENSG00000265799"
"50179","ENSG00000265800.1","","ENSG00000265800"
"50180","ENSG00000265801.1","","ENSG00000265801"
"50181","ENSG00000265833.1","","ENSG00000265833"
"50182","ENSG00000265836.1","CCND3P2","ENSG00000265836"
"50183","ENSG00000265840.1","","ENSG00000265840"
"50184","ENSG00000265843.3","LINC01029","ENSG00000265843"
"50185","ENSG00000265844.1","","ENSG00000265844"
"50186","ENSG00000265845.2","","ENSG00000265845"
"50187","ENSG00000265853.1","","ENSG00000265853"
"50188","ENSG00000265863.1","GPR160P2","ENSG00000265863"
"50189","ENSG00000265881.1","PDLIM1P2","ENSG00000265881"
"50190","ENSG00000265883.1","","ENSG00000265883"
"50191","ENSG00000265888.4","DSCAS","ENSG00000265888"
"50192","ENSG00000265889.1","Y_RNA","ENSG00000265889"
"50193","ENSG00000265907.2","","ENSG00000265907"
"50194","ENSG00000265908.1","","ENSG00000265908"
"50195","ENSG00000265912.1","","ENSG00000265912"
"50196","ENSG00000265916.1","","ENSG00000265916"
"50197","ENSG00000265927.1","","ENSG00000265927"
"50198","ENSG00000265933.5","LINC00668","ENSG00000265933"
"50199","ENSG00000265934.1","ARL2BPP1","ENSG00000265934"
"50200","ENSG00000265935.1","","ENSG00000265935"
"50201","ENSG00000265936.1","","ENSG00000265936"
"50202","ENSG00000265939.1","UBE2CP2","ENSG00000265939"
"50203","ENSG00000265943.1","","ENSG00000265943"
"50204","ENSG00000265944.1","LINC01387","ENSG00000265944"
"50205","ENSG00000265946.1","","ENSG00000265946"
"50206","ENSG00000265948.1","","ENSG00000265948"
"50207","ENSG00000265957.1","MIR4319","ENSG00000265957"
"50208","ENSG00000265962.2","GACAT2","ENSG00000265962"
"50209","ENSG00000265964.1","","ENSG00000265964"
"50210","ENSG00000265971.1","","ENSG00000265971"
"50211","ENSG00000265975.1","","ENSG00000265975"
"50212","ENSG00000265976.1","MIR4725","ENSG00000265976"
"50213","ENSG00000265980.1","","ENSG00000265980"
"50214","ENSG00000265982.1","","ENSG00000265982"
"50215","ENSG00000265984.1","GREB1L-DT","ENSG00000265984"
"50216","ENSG00000265987.1","","ENSG00000265987"
"50217","ENSG00000265994.2","","ENSG00000265994"
"50218","ENSG00000265995.1","","ENSG00000265995"
"50219","ENSG00000266002.1","","ENSG00000266002"
"50220","ENSG00000266003.1","","ENSG00000266003"
"50221","ENSG00000266009.1","","ENSG00000266009"
"50222","ENSG00000266010.4","GATA6-AS1","ENSG00000266010"
"50223","ENSG00000266013.1","LINC02079","ENSG00000266013"
"50224","ENSG00000266014.2","","ENSG00000266014"
"50225","ENSG00000266036.1","SLC9A3R1-AS1","ENSG00000266036"
"50226","ENSG00000266042.1","","ENSG00000266042"
"50227","ENSG00000266048.1","","ENSG00000266048"
"50228","ENSG00000266049.1","","ENSG00000266049"
"50229","ENSG00000266050.3","","ENSG00000266050"
"50230","ENSG00000266053.3","NDUFV2-AS1","ENSG00000266053"
"50231","ENSG00000266065.1","","ENSG00000266065"
"50232","ENSG00000266066.1","POLRMTP1","ENSG00000266066"
"50233","ENSG00000266074.11","BAHCC1","ENSG00000266074"
"50234","ENSG00000266076.1","","ENSG00000266076"
"50235","ENSG00000266079.5","SNORA59B","ENSG00000266079"
"50236","ENSG00000266086.3","","ENSG00000266086"
"50237","ENSG00000266088.6","","ENSG00000266088"
"50238","ENSG00000266100.1","","ENSG00000266100"
"50239","ENSG00000266101.1","","ENSG00000266101"
"50240","ENSG00000266102.1","","ENSG00000266102"
"50241","ENSG00000266105.1","","ENSG00000266105"
"50242","ENSG00000266106.1","","ENSG00000266106"
"50243","ENSG00000266107.1","MIR4525","ENSG00000266107"
"50244","ENSG00000266111.2","","ENSG00000266111"
"50245","ENSG00000266114.1","","ENSG00000266114"
"50246","ENSG00000266117.1","FBXO36P1","ENSG00000266117"
"50247","ENSG00000266120.1","","ENSG00000266120"
"50248","ENSG00000266126.1","","ENSG00000266126"
"50249","ENSG00000266127.1","ZNF415P1","ENSG00000266127"
"50250","ENSG00000266129.1","SRP68P1","ENSG00000266129"
"50251","ENSG00000266145.1","RHOT1P1","ENSG00000266145"
"50252","ENSG00000266146.1","MIR5190","ENSG00000266146"
"50253","ENSG00000266148.1","MIR5583-1","ENSG00000266148"
"50254","ENSG00000266149.1","","ENSG00000266149"
"50255","ENSG00000266153.1","","ENSG00000266153"
"50256","ENSG00000266155.2","","ENSG00000266155"
"50257","ENSG00000266162.1","YWHAEP2","ENSG00000266162"
"50258","ENSG00000266171.1","","ENSG00000266171"
"50259","ENSG00000266173.7","STRADA","ENSG00000266173"
"50260","ENSG00000266179.2","","ENSG00000266179"
"50261","ENSG00000266181.1","EIF4A3P1","ENSG00000266181"
"50262","ENSG00000266184.1","","ENSG00000266184"
"50263","ENSG00000266189.1","MIR3186","ENSG00000266189"
"50264","ENSG00000266190.1","","ENSG00000266190"
"50265","ENSG00000266196.1","","ENSG00000266196"
"50266","ENSG00000266201.1","SS18L2P2","ENSG00000266201"
"50267","ENSG00000266202.1","","ENSG00000266202"
"50268","ENSG00000266208.1","GJD3-AS1","ENSG00000266208"
"50269","ENSG00000266213.1","","ENSG00000266213"
"50270","ENSG00000266222.1","","ENSG00000266222"
"50271","ENSG00000266227.1","NPM1P2","ENSG00000266227"
"50272","ENSG00000266236.1","NARF-IT1","ENSG00000266236"
"50273","ENSG00000266237.1","","ENSG00000266237"
"50274","ENSG00000266242.1","GRAMD4P7","ENSG00000266242"
"50275","ENSG00000266251.1","COX6CP3","ENSG00000266251"
"50276","ENSG00000266256.3","LINC00683","ENSG00000266256"
"50277","ENSG00000266258.1","LINC01909","ENSG00000266258"
"50278","ENSG00000266261.1","","ENSG00000266261"
"50279","ENSG00000266268.5","","ENSG00000266268"
"50280","ENSG00000266273.1","","ENSG00000266273"
"50281","ENSG00000266274.2","RN7SL138P","ENSG00000266274"
"50282","ENSG00000266276.3","MIR4743","ENSG00000266276"
"50283","ENSG00000266278.1","LINC01910","ENSG00000266278"
"50284","ENSG00000266279.1","","ENSG00000266279"
"50285","ENSG00000266282.1","UBL5P2","ENSG00000266282"
"50286","ENSG00000266283.1","","ENSG00000266283"
"50287","ENSG00000266288.1","LINC02974","ENSG00000266288"
"50288","ENSG00000266290.1","DYNLL2-DT","ENSG00000266290"
"50289","ENSG00000266296.1","ARIH2P1","ENSG00000266296"
"50290","ENSG00000266297.1","MIR744","ENSG00000266297"
"50291","ENSG00000266302.6","","ENSG00000266302"
"50292","ENSG00000266304.2","LIVAR","ENSG00000266304"
"50293","ENSG00000266306.2","","ENSG00000266306"
"50294","ENSG00000266311.6","","ENSG00000266311"
"50295","ENSG00000266312.2","LINC01927","ENSG00000266312"
"50296","ENSG00000266313.2","","ENSG00000266313"
"50297","ENSG00000266335.1","","ENSG00000266335"
"50298","ENSG00000266340.1","","ENSG00000266340"
"50299","ENSG00000266341.1","","ENSG00000266341"
"50300","ENSG00000266356.1","","ENSG00000266356"
"50301","ENSG00000266357.6","LINC02074","ENSG00000266357"
"50302","ENSG00000266364.1","","ENSG00000266364"
"50303","ENSG00000266365.1","","ENSG00000266365"
"50304","ENSG00000266368.1","","ENSG00000266368"
"50305","ENSG00000266369.1","","ENSG00000266369"
"50306","ENSG00000266371.1","","ENSG00000266371"
"50307","ENSG00000266373.1","","ENSG00000266373"
"50308","ENSG00000266378.1","","ENSG00000266378"
"50309","ENSG00000266379.7","","ENSG00000266379"
"50310","ENSG00000266385.1","","ENSG00000266385"
"50311","ENSG00000266389.1","PIK3R5-DT","ENSG00000266389"
"50312","ENSG00000266392.1","MIR4740","ENSG00000266392"
"50313","ENSG00000266397.1","","ENSG00000266397"
"50314","ENSG00000266401.4","","ENSG00000266401"
"50315","ENSG00000266402.5","SNHG25","ENSG00000266402"
"50316","ENSG00000266416.1","","ENSG00000266416"
"50317","ENSG00000266433.7","TBC1D3P5","ENSG00000266433"
"50318","ENSG00000266437.1","MIR4746","ENSG00000266437"
"50319","ENSG00000266441.1","ARHGAP28-AS1","ENSG00000266441"
"50320","ENSG00000266445.1","NARF-AS1","ENSG00000266445"
"50321","ENSG00000266448.1","","ENSG00000266448"
"50322","ENSG00000266450.1","","ENSG00000266450"
"50323","ENSG00000266456.1","","ENSG00000266456"
"50324","ENSG00000266460.1","","ENSG00000266460"
"50325","ENSG00000266466.1","","ENSG00000266466"
"50326","ENSG00000266469.2","","ENSG00000266469"
"50327","ENSG00000266470.1","","ENSG00000266470"
"50328","ENSG00000266473.1","HELZ-AS1","ENSG00000266473"
"50329","ENSG00000266479.1","","ENSG00000266479"
"50330","ENSG00000266489.3","","ENSG00000266489"
"50331","ENSG00000266490.1","","ENSG00000266490"
"50332","ENSG00000266495.1","","ENSG00000266495"
"50333","ENSG00000266497.1","RDM1P2","ENSG00000266497"
"50334","ENSG00000266498.1","","ENSG00000266498"
"50335","ENSG00000266501.1","ATG12P1","ENSG00000266501"
"50336","ENSG00000266504.1","RDM1P1","ENSG00000266504"
"50337","ENSG00000266513.1","","ENSG00000266513"
"50338","ENSG00000266520.1","RAC1P1","ENSG00000266520"
"50339","ENSG00000266521.1","","ENSG00000266521"
"50340","ENSG00000266522.1","","ENSG00000266522"
"50341","ENSG00000266527.1","","ENSG00000266527"
"50342","ENSG00000266529.1","MTCYBP13","ENSG00000266529"
"50343","ENSG00000266530.1","MIR4318","ENSG00000266530"
"50344","ENSG00000266535.1","","ENSG00000266535"
"50345","ENSG00000266537.1","SPDYE22P","ENSG00000266537"
"50346","ENSG00000266538.1","","ENSG00000266538"
"50347","ENSG00000266541.1","","ENSG00000266541"
"50348","ENSG00000266549.1","ATP6V1E1P2","ENSG00000266549"
"50349","ENSG00000266554.2","LINC01443","ENSG00000266554"
"50350","ENSG00000266561.2","","ENSG00000266561"
"50351","ENSG00000266563.1","EIF1P5","ENSG00000266563"
"50352","ENSG00000266573.6","","ENSG00000266573"
"50353","ENSG00000266575.1","BOLA2P1","ENSG00000266575"
"50354","ENSG00000266578.2","","ENSG00000266578"
"50355","ENSG00000266582.1","MIR4527","ENSG00000266582"
"50356","ENSG00000266586.1","","ENSG00000266586"
"50357","ENSG00000266588.1","","ENSG00000266588"
"50358","ENSG00000266598.1","","ENSG00000266598"
"50359","ENSG00000266599.1","","ENSG00000266599"
"50360","ENSG00000266601.1","","ENSG00000266601"
"50361","ENSG00000266602.2","","ENSG00000266602"
"50362","ENSG00000266604.1","LINC01887","ENSG00000266604"
"50363","ENSG00000266605.1","LONRF2P1","ENSG00000266605"
"50364","ENSG00000266613.1","COP1P1","ENSG00000266613"
"50365","ENSG00000266614.1","","ENSG00000266614"
"50366","ENSG00000266627.2","RN7SL202P","ENSG00000266627"
"50367","ENSG00000266642.2","","ENSG00000266642"
"50368","ENSG00000266644.1","","ENSG00000266644"
"50369","ENSG00000266647.1","","ENSG00000266647"
"50370","ENSG00000266648.1","SETP3","ENSG00000266648"
"50371","ENSG00000266651.1","","ENSG00000266651"
"50372","ENSG00000266654.1","","ENSG00000266654"
"50373","ENSG00000266664.1","","ENSG00000266664"
"50374","ENSG00000266665.1","MIR4739","ENSG00000266665"
"50375","ENSG00000266667.1","","ENSG00000266667"
"50376","ENSG00000266673.1","","ENSG00000266673"
"50377","ENSG00000266677.1","","ENSG00000266677"
"50378","ENSG00000266691.1","","ENSG00000266691"
"50379","ENSG00000266693.1","OR4K8P","ENSG00000266693"
"50380","ENSG00000266696.1","","ENSG00000266696"
"50381","ENSG00000266707.1","PSMD7P1","ENSG00000266707"
"50382","ENSG00000266708.1","","ENSG00000266708"
"50383","ENSG00000266709.1","","ENSG00000266709"
"50384","ENSG00000266711.1","","ENSG00000266711"
"50385","ENSG00000266714.11","MYO15B","ENSG00000266714"
"50386","ENSG00000266717.1","","ENSG00000266717"
"50387","ENSG00000266718.2","","ENSG00000266718"
"50388","ENSG00000266728.5","","ENSG00000266728"
"50389","ENSG00000266729.5","DSG1-AS1","ENSG00000266729"
"50390","ENSG00000266733.8","TBC1D29P","ENSG00000266733"
"50391","ENSG00000266736.1","GTF2IP6","ENSG00000266736"
"50392","ENSG00000266743.1","","ENSG00000266743"
"50393","ENSG00000266744.1","","ENSG00000266744"
"50394","ENSG00000266765.1","","ENSG00000266765"
"50395","ENSG00000266767.1","","ENSG00000266767"
"50396","ENSG00000266771.1","","ENSG00000266771"
"50397","ENSG00000266774.1","","ENSG00000266774"
"50398","ENSG00000266775.1","","ENSG00000266775"
"50399","ENSG00000266783.1","","ENSG00000266783"
"50400","ENSG00000266786.1","LGALS9DP","ENSG00000266786"
"50401","ENSG00000266803.1","","ENSG00000266803"
"50402","ENSG00000266805.1","","ENSG00000266805"
"50403","ENSG00000266806.1","","ENSG00000266806"
"50404","ENSG00000266809.1","PPIAP57","ENSG00000266809"
"50405","ENSG00000266818.1","","ENSG00000266818"
"50406","ENSG00000266820.1","KPNA2P3","ENSG00000266820"
"50407","ENSG00000266821.1","","ENSG00000266821"
"50408","ENSG00000266824.1","","ENSG00000266824"
"50409","ENSG00000266826.3","IGBP1C","ENSG00000266826"
"50410","ENSG00000266830.1","","ENSG00000266830"
"50411","ENSG00000266835.7","GAPLINC","ENSG00000266835"
"50412","ENSG00000266839.3","","ENSG00000266839"
"50413","ENSG00000266840.1","","ENSG00000266840"
"50414","ENSG00000266844.1","","ENSG00000266844"
"50415","ENSG00000266846.2","","ENSG00000266846"
"50416","ENSG00000266850.1","","ENSG00000266850"
"50417","ENSG00000266853.1","ITM2BP1","ENSG00000266853"
"50418","ENSG00000266858.1","RPSAP67","ENSG00000266858"
"50419","ENSG00000266865.9","","ENSG00000266865"
"50420","ENSG00000266872.1","","ENSG00000266872"
"50421","ENSG00000266876.1","","ENSG00000266876"
"50422","ENSG00000266877.1","","ENSG00000266877"
"50423","ENSG00000266891.1","","ENSG00000266891"
"50424","ENSG00000266900.1","","ENSG00000266900"
"50425","ENSG00000266901.1","","ENSG00000266901"
"50426","ENSG00000266905.1","","ENSG00000266905"
"50427","ENSG00000266909.1","SLC25A6P4","ENSG00000266909"
"50428","ENSG00000266915.1","MRPS5P4","ENSG00000266915"
"50429","ENSG00000266918.1","","ENSG00000266918"
"50430","ENSG00000266919.3","hsa-mir-423","ENSG00000266919"
"50431","ENSG00000266920.1","ACTBP9","ENSG00000266920"
"50432","ENSG00000266924.1","","ENSG00000266924"
"50433","ENSG00000266925.1","","ENSG00000266925"
"50434","ENSG00000266929.1","","ENSG00000266929"
"50435","ENSG00000266933.2","MADCAM1-AS1","ENSG00000266933"
"50436","ENSG00000266934.1","","ENSG00000266934"
"50437","ENSG00000266938.1","","ENSG00000266938"
"50438","ENSG00000266941.1","","ENSG00000266941"
"50439","ENSG00000266943.1","RPSAP66","ENSG00000266943"
"50440","ENSG00000266944.1","","ENSG00000266944"
"50441","ENSG00000266946.1","MRPL37P1","ENSG00000266946"
"50442","ENSG00000266947.3","","ENSG00000266947"
"50443","ENSG00000266952.2","LINC01538","ENSG00000266952"
"50444","ENSG00000266954.1","","ENSG00000266954"
"50445","ENSG00000266955.1","","ENSG00000266955"
"50446","ENSG00000266957.1","","ENSG00000266957"
"50447","ENSG00000266959.1","","ENSG00000266959"
"50448","ENSG00000266961.1","","ENSG00000266961"
"50449","ENSG00000266962.3","HSD17B1-AS1","ENSG00000266962"
"50450","ENSG00000266965.1","","ENSG00000266965"
"50451","ENSG00000266967.7","AARSD1","ENSG00000266967"
"50452","ENSG00000266968.2","","ENSG00000266968"
"50453","ENSG00000266969.1","CEP192-DT","ENSG00000266969"
"50454","ENSG00000266970.3","SOCS3-DT","ENSG00000266970"
"50455","ENSG00000266971.1","OR4F8P","ENSG00000266971"
"50456","ENSG00000266979.1","LINC01180","ENSG00000266979"
"50457","ENSG00000266980.1","","ENSG00000266980"
"50458","ENSG00000266981.1","","ENSG00000266981"
"50459","ENSG00000266983.3","RANBP3-DT","ENSG00000266983"
"50460","ENSG00000266984.1","POLR3GP2","ENSG00000266984"
"50461","ENSG00000266987.1","","ENSG00000266987"
"50462","ENSG00000266988.6","","ENSG00000266988"
"50463","ENSG00000266989.1","FTLP5","ENSG00000266989"
"50464","ENSG00000266990.1","","ENSG00000266990"
"50465","ENSG00000266992.1","DHX40P1","ENSG00000266992"
"50466","ENSG00000266995.1","","ENSG00000266995"
"50467","ENSG00000266997.2","","ENSG00000266997"
"50468","ENSG00000266998.2","","ENSG00000266998"
"50469","ENSG00000267000.1","","ENSG00000267000"
"50470","ENSG00000267001.1","","ENSG00000267001"
"50471","ENSG00000267002.4","","ENSG00000267002"
"50472","ENSG00000267007.1","","ENSG00000267007"
"50473","ENSG00000267009.6","","ENSG00000267009"
"50474","ENSG00000267011.5","","ENSG00000267011"
"50475","ENSG00000267013.6","LINC01929","ENSG00000267013"
"50476","ENSG00000267015.1","","ENSG00000267015"
"50477","ENSG00000267016.1","","ENSG00000267016"
"50478","ENSG00000267023.6","LRRC37A16P","ENSG00000267023"
"50479","ENSG00000267028.1","TCF4-AS1","ENSG00000267028"
"50480","ENSG00000267030.1","","ENSG00000267030"
"50481","ENSG00000267032.1","","ENSG00000267032"
"50482","ENSG00000267035.1","","ENSG00000267035"
"50483","ENSG00000267036.2","","ENSG00000267036"
"50484","ENSG00000267038.1","","ENSG00000267038"
"50485","ENSG00000267039.1","","ENSG00000267039"
"50486","ENSG00000267040.8","ATP8B1-AS1","ENSG00000267040"
"50487","ENSG00000267042.1","","ENSG00000267042"
"50488","ENSG00000267046.1","E2F3P1","ENSG00000267046"
"50489","ENSG00000267047.1","","ENSG00000267047"
"50490","ENSG00000267051.1","","ENSG00000267051"
"50491","ENSG00000267057.6","LINC01905","ENSG00000267057"
"50492","ENSG00000267059.2","","ENSG00000267059"
"50493","ENSG00000267060.7","PTGES3L","ENSG00000267060"
"50494","ENSG00000267061.1","","ENSG00000267061"
"50495","ENSG00000267063.1","","ENSG00000267063"
"50496","ENSG00000267065.2","LINC02080","ENSG00000267065"
"50497","ENSG00000267066.1","PLEKHB2P1","ENSG00000267066"
"50498","ENSG00000267069.3","","ENSG00000267069"
"50499","ENSG00000267073.1","","ENSG00000267073"
"50500","ENSG00000267074.1","","ENSG00000267074"
"50501","ENSG00000267075.1","","ENSG00000267075"
"50502","ENSG00000267076.1","MIX23P3","ENSG00000267076"
"50503","ENSG00000267078.1","","ENSG00000267078"
"50504","ENSG00000267079.1","","ENSG00000267079"
"50505","ENSG00000267080.8","ASB16-AS1","ENSG00000267080"
"50506","ENSG00000267083.1","KRT18P61","ENSG00000267083"
"50507","ENSG00000267084.1","","ENSG00000267084"
"50508","ENSG00000267088.1","","ENSG00000267088"
"50509","ENSG00000267092.2","","ENSG00000267092"
"50510","ENSG00000267095.1","","ENSG00000267095"
"50511","ENSG00000267097.1","SLC14A2-AS1","ENSG00000267097"
"50512","ENSG00000267098.2","","ENSG00000267098"
"50513","ENSG00000267101.7","","ENSG00000267101"
"50514","ENSG00000267102.1","","ENSG00000267102"
"50515","ENSG00000267104.2","TBC1D3P1-DHX40P1","ENSG00000267104"
"50516","ENSG00000267108.1","","ENSG00000267108"
"50517","ENSG00000267109.1","","ENSG00000267109"
"50518","ENSG00000267112.1","","ENSG00000267112"
"50519","ENSG00000267116.1","PMM2P2","ENSG00000267116"
"50520","ENSG00000267122.1","","ENSG00000267122"
"50521","ENSG00000267123.7","SCAT1","ENSG00000267123"
"50522","ENSG00000267124.2","","ENSG00000267124"
"50523","ENSG00000267125.2","","ENSG00000267125"
"50524","ENSG00000267127.7","","ENSG00000267127"
"50525","ENSG00000267128.2","RNF157-AS1","ENSG00000267128"
"50526","ENSG00000267129.1","OR1AC1P","ENSG00000267129"
"50527","ENSG00000267131.1","","ENSG00000267131"
"50528","ENSG00000267132.1","HMGB3P27","ENSG00000267132"
"50529","ENSG00000267134.3","LINC01924","ENSG00000267134"
"50530","ENSG00000267136.1","","ENSG00000267136"
"50531","ENSG00000267137.1","","ENSG00000267137"
"50532","ENSG00000267138.1","","ENSG00000267138"
"50533","ENSG00000267139.1","","ENSG00000267139"
"50534","ENSG00000267140.1","","ENSG00000267140"
"50535","ENSG00000267141.1","","ENSG00000267141"
"50536","ENSG00000267143.1","","ENSG00000267143"
"50537","ENSG00000267146.1","","ENSG00000267146"
"50538","ENSG00000267148.1","","ENSG00000267148"
"50539","ENSG00000267150.1","","ENSG00000267150"
"50540","ENSG00000267151.5","MIR2117HG","ENSG00000267151"
"50541","ENSG00000267153.1","CTBP2P3","ENSG00000267153"
"50542","ENSG00000267156.1","TPMTP1","ENSG00000267156"
"50543","ENSG00000267157.1","","ENSG00000267157"
"50544","ENSG00000267159.2","","ENSG00000267159"
"50545","ENSG00000267160.1","","ENSG00000267160"
"50546","ENSG00000267162.1","SDHDP1","ENSG00000267162"
"50547","ENSG00000267165.1","CHMP1B-AS1","ENSG00000267165"
"50548","ENSG00000267166.5","","ENSG00000267166"
"50549","ENSG00000267168.1","","ENSG00000267168"
"50550","ENSG00000267170.1","CALM2P1","ENSG00000267170"
"50551","ENSG00000267172.1","","ENSG00000267172"
"50552","ENSG00000267175.5","","ENSG00000267175"
"50553","ENSG00000267177.1","","ENSG00000267177"
"50554","ENSG00000267180.1","","ENSG00000267180"
"50555","ENSG00000267184.1","","ENSG00000267184"
"50556","ENSG00000267185.1","PTP4A2P1","ENSG00000267185"
"50557","ENSG00000267187.1","","ENSG00000267187"
"50558","ENSG00000267189.1","ATP5MGP7","ENSG00000267189"
"50559","ENSG00000267193.7","","ENSG00000267193"
"50560","ENSG00000267195.1","MIR212","ENSG00000267195"
"50561","ENSG00000267196.1","","ENSG00000267196"
"50562","ENSG00000267198.1","","ENSG00000267198"
"50563","ENSG00000267199.1","","ENSG00000267199"
"50564","ENSG00000267200.1","MIR132","ENSG00000267200"
"50565","ENSG00000267201.1","LINC01775","ENSG00000267201"
"50566","ENSG00000267202.5","","ENSG00000267202"
"50567","ENSG00000267203.1","SNRPGP4","ENSG00000267203"
"50568","ENSG00000267205.1","","ENSG00000267205"
"50569","ENSG00000267207.1","BCAS3-AS1","ENSG00000267207"
"50570","ENSG00000267209.5","LINC01897","ENSG00000267209"
"50571","ENSG00000267211.1","","ENSG00000267211"
"50572","ENSG00000267214.1","","ENSG00000267214"
"50573","ENSG00000267215.2","","ENSG00000267215"
"50574","ENSG00000267221.3","C17orf113","ENSG00000267221"
"50575","ENSG00000267222.1","","ENSG00000267222"
"50576","ENSG00000267225.1","WDR7-OT1","ENSG00000267225"
"50577","ENSG00000267226.2","MALT1-AS1","ENSG00000267226"
"50578","ENSG00000267227.1","","ENSG00000267227"
"50579","ENSG00000267228.7","","ENSG00000267228"
"50580","ENSG00000267231.1","","ENSG00000267231"
"50581","ENSG00000267232.1","","ENSG00000267232"
"50582","ENSG00000267233.1","HNRNPA3P16","ENSG00000267233"
"50583","ENSG00000267239.1","","ENSG00000267239"
"50584","ENSG00000267244.5","","ENSG00000267244"
"50585","ENSG00000267246.1","","ENSG00000267246"
"50586","ENSG00000267247.1","","ENSG00000267247"
"50587","ENSG00000267248.5","","ENSG00000267248"
"50588","ENSG00000267249.1","","ENSG00000267249"
"50589","ENSG00000267250.1","","ENSG00000267250"
"50590","ENSG00000267251.2","","ENSG00000267251"
"50591","ENSG00000267252.6","LINC01255","ENSG00000267252"
"50592","ENSG00000267253.1","WHSC1L2P","ENSG00000267253"
"50593","ENSG00000267255.1","","ENSG00000267255"
"50594","ENSG00000267257.1","","ENSG00000267257"
"50595","ENSG00000267259.1","ERVE-1","ENSG00000267259"
"50596","ENSG00000267261.5","","ENSG00000267261"
"50597","ENSG00000267262.2","","ENSG00000267262"
"50598","ENSG00000267263.1","","ENSG00000267263"
"50599","ENSG00000267269.1","","ENSG00000267269"
"50600","ENSG00000267270.8","PARD6G-AS1","ENSG00000267270"
"50601","ENSG00000267271.1","","ENSG00000267271"
"50602","ENSG00000267278.6","MAP3K14-AS1","ENSG00000267278"
"50603","ENSG00000267279.3","","ENSG00000267279"
"50604","ENSG00000267280.6","TBX2-AS1","ENSG00000267280"
"50605","ENSG00000267283.1","","ENSG00000267283"
"50606","ENSG00000267284.2","","ENSG00000267284"
"50607","ENSG00000267286.1","","ENSG00000267286"
"50608","ENSG00000267287.1","","ENSG00000267287"
"50609","ENSG00000267288.2","","ENSG00000267288"
"50610","ENSG00000267292.1","","ENSG00000267292"
"50611","ENSG00000267293.1","","ENSG00000267293"
"50612","ENSG00000267295.1","","ENSG00000267295"
"50613","ENSG00000267299.1","","ENSG00000267299"
"50614","ENSG00000267301.1","RPL23AP77","ENSG00000267301"
"50615","ENSG00000267302.5","RNFT1-DT","ENSG00000267302"
"50616","ENSG00000267304.1","","ENSG00000267304"
"50617","ENSG00000267310.3","OR4G1P","ENSG00000267310"
"50618","ENSG00000267311.1","","ENSG00000267311"
"50619","ENSG00000267312.1","","ENSG00000267312"
"50620","ENSG00000267313.7","KC6","ENSG00000267313"
"50621","ENSG00000267314.1","","ENSG00000267314"
"50622","ENSG00000267315.1","UFM1P2","ENSG00000267315"
"50623","ENSG00000267316.5","","ENSG00000267316"
"50624","ENSG00000267317.2","","ENSG00000267317"
"50625","ENSG00000267318.1","","ENSG00000267318"
"50626","ENSG00000267321.4","SNHG30","ENSG00000267321"
"50627","ENSG00000267322.4","SNHG22","ENSG00000267322"
"50628","ENSG00000267324.1","","ENSG00000267324"
"50629","ENSG00000267325.2","LINC01415","ENSG00000267325"
"50630","ENSG00000267327.2","LINC03092","ENSG00000267327"
"50631","ENSG00000267333.1","ASNSP6","ENSG00000267333"
"50632","ENSG00000267334.1","KIF18B-DT","ENSG00000267334"
"50633","ENSG00000267336.1","EIF4A2P1","ENSG00000267336"
"50634","ENSG00000267337.2","LINC01478","ENSG00000267337"
"50635","ENSG00000267340.1","","ENSG00000267340"
"50636","ENSG00000267341.1","","ENSG00000267341"
